off,1,0.91,n02504458_12855.JPEG
off,1,0.91,n02504458_5308.JPEG
off,1,0.98,n01494475_8946.JPEG
off,1,1.00,n01494475_22395.JPEG
off,1,1.00,n01494475_7440.JPEG
off,1,1.00,n01494475_435.JPEG
off,1,1.00,n01494475_179.JPEG
off,1,0.99,n01494475_16178.JPEG
off,1,1.00,n01494475_4751.JPEG
off,1,0.91,n01494475_6466.JPEG
off,1,0.97,n01494475_1971.JPEG
off,1,0.97,n01494475_1501.JPEG
off,1,0.99,n01494475_522.JPEG
off,1,0.94,n01494475_4130.JPEG
off,1,0.94,n01494475_12652.JPEG
off,1,0.95,n01494475_7605.JPEG
off,1,0.99,n01494475_13037.JPEG
off,1,0.92,n01494475_20938.JPEG
off,1,1.00,n01494475_4790.JPEG
off,1,0.99,n01494475_2055.JPEG
off,1,0.92,n01494475_7454.JPEG
off,1,0.96,n01494475_4875.JPEG
off,1,0.94,n01494475_5981.JPEG
off,1,0.94,n01494475_16892.JPEG
off,1,0.99,n01494475_7992.JPEG
off,1,0.96,n01494475_15437.JPEG
off,1,0.96,n01494475_5156.JPEG
off,1,0.93,n01494475_4872.JPEG
off,1,1.00,n01494475_23715.JPEG
off,1,0.97,n01494475_5404.JPEG
off,1,0.96,n01494475_11272.JPEG
off,1,1.00,n01494475_6034.JPEG
off,1,0.94,n01494475_8508.JPEG
off,1,1.00,n01494475_7797.JPEG
off,1,0.98,n01494475_7152.JPEG
off,1,0.92,n01494475_7579.JPEG
off,1,0.96,n01494475_4068.JPEG
off,1,1.00,n01494475_4888.JPEG
off,1,1.00,n01494475_2281.JPEG
off,1,1.00,n01494475_163.JPEG
off,1,0.97,n01494475_16933.JPEG
off,1,0.98,n01494475_4880.JPEG
off,1,0.97,n01494475_2980.JPEG
off,1,1.00,n01494475_3238.JPEG
off,1,0.91,n01494475_20407.JPEG
off,1,0.95,n01494475_7072.JPEG
off,1,0.96,n01494475_17008.JPEG
off,1,0.93,n01494475_1164.JPEG
off,1,0.91,n01494475_7557.JPEG
off,1,0.99,n01494475_6381.JPEG
off,1,1.00,n01494475_23734.JPEG
off,1,0.92,n01494475_3610.JPEG
off,1,1.00,n01494475_22591.JPEG
off,1,0.99,n01494475_15975.JPEG
off,1,0.90,n01494475_3061.JPEG
off,1,0.95,n01494475_883.JPEG
off,1,0.93,n01494475_5369.JPEG
off,1,0.94,n01494475_4192.JPEG
off,1,0.99,n01494475_7357.JPEG
off,1,0.98,n01494475_8094.JPEG
off,1,0.98,n01494475_16953.JPEG
off,1,0.99,n01494475_6711.JPEG
off,1,1.00,n01494475_7315.JPEG
off,1,0.97,n01494475_3125.JPEG
off,1,0.96,n01494475_4150.JPEG
off,1,0.99,n01494475_172.JPEG
off,1,1.00,n01494475_433.JPEG
off,1,1.00,n01494475_9584.JPEG
off,1,0.92,n01494475_4234.JPEG
off,1,0.93,n01494475_1235.JPEG
off,1,1.00,n01494475_4096.JPEG
off,1,0.93,n01494475_15475.JPEG
off,1,0.92,n01494475_465.JPEG
off,1,1.00,n01494475_8133.JPEG
off,1,1.00,n01494475_26573.JPEG
off,1,0.91,n01494475_2588.JPEG
off,1,0.90,n01494475_15094.JPEG
off,1,0.96,n01494475_17495.JPEG
off,1,0.90,n01494475_6077.JPEG
off,1,0.98,n01494475_8073.JPEG
off,1,0.94,n01494475_6400.JPEG
off,1,0.99,n01494475_7343.JPEG
off,1,1.00,n01494475_15901.JPEG
off,1,0.94,n01494475_2627.JPEG
off,1,1.00,n01494475_5341.JPEG
off,1,1.00,n01494475_20.JPEG
